Letter_ID,Letter_Type,AI_Drafted,AI_Draft_Word_Count,Edits_Required_Count,Reviewer_Time_Minutes,Letter_Approval_Status,Readability_Score,Tone_Alignment_Score,Error_Flag,Claim_Complexity_Index,Model_Confidence_Score,Reviewer_Satisfaction_Score,Revisions_Approved_on_First_Pass
LET-2025-00144,Status Update,True,220.8,0,10.5,1,59.9,83.7,False,0.3,0.7,83.0,True
LET-2025-00145,Approval,False,0.0,2,23.7,0,73.5,81.2,False,0.5,0.0,82.0,False
LET-2025-00146,Approval,True,307.9,2,15.1,1,71.7,81.8,False,0.5,0.6,81.8,False
LET-2025-00147,Denial,True,371.1,6,41.1,1,65.6,81.6,False,0.7,0.5,81.3,False
LET-2025-00148,Approval,True,347.1,1,30.4,1,70.2,77.1,False,0.9,0.6,74.6,True
LET-2025-00149,Status Update,True,220.7,1,14.4,1,56.4,84.1,False,0.4,0.8,85.5,True
LET-2025-00150,Approval,True,306.0,2,20.9,1,69.8,81.7,False,0.4,0.7,80.5,False
LET-2025-00151,Approval,True,310.5,1,14.5,1,61.7,83.6,False,0.2,0.6,84.9,True
LET-2025-00152,Approval,False,0.0,1,23.2,1,73.2,80.8,False,0.5,0.0,83.1,True
LET-2025-00153,Approval,True,257.3,0,18.1,1,67.1,84.6,False,0.1,0.6,83.9,True
LET-2025-00154,Denial,True,390.5,4,38.9,0,69.8,77.6,False,0.8,0.5,72.8,False
LET-2025-00155,Denial,False,0.0,4,50.7,1,68.9,79.1,False,0.8,0.0,78.2,False
LET-2025-00156,Approval,False,0.0,2,21.3,0,75.7,84.9,False,0.1,0.0,84.2,False
LET-2025-00157,RFI,True,365.7,3,28.7,1,71.7,85.3,False,0.2,0.9,81.8,False
LET-2025-00158,RFI,True,397.6,2,22.3,1,66.5,83.9,False,0.2,0.7,82.0,False
LET-2025-00159,Approval,False,0.0,1,25.4,1,75.3,83.5,False,0.2,0.0,81.0,True
LET-2025-00160,Denial,True,432.8,4,28.6,1,67.8,81.4,False,0.4,0.8,75.7,False
LET-2025-00161,Status Update,True,244.2,2,16.1,1,67.5,80.7,False,0.6,0.5,74.7,False
LET-2025-00162,Approval,True,319.4,1,16.5,1,74.3,84.3,False,0.2,0.6,83.2,True
LET-2025-00163,Approval,False,0.0,2,29.7,1,68.3,81.0,False,0.6,0.0,79.2,False
LET-2025-00164,Approval,False,0.0,2,17.3,1,68.7,85.9,False,0.1,0.0,82.8,False
LET-2025-00165,Denial,True,446.1,4,33.7,1,69.3,79.8,False,0.6,0.6,76.5,False
LET-2025-00166,RFI,False,0.0,5,35.9,1,68.1,84.1,False,0.2,0.0,82.5,False
LET-2025-00167,RFI,True,432.6,1,25.1,1,65.3,82.6,False,0.4,0.7,84.4,True
LET-2025-00168,RFI,True,420.5,2,31.6,0,62.0,79.3,False,0.6,0.8,72.6,False
LET-2025-00169,Approval,False,0.0,4,32.3,1,67.3,81.8,False,0.6,0.0,81.2,False
LET-2025-00170,Status Update,True,234.8,2,17.3,1,76.1,81.9,False,0.4,0.9,82.8,False
LET-2025-00171,Denial,False,0.0,0,35.9,0,55.9,84.5,False,0.3,0.0,85.9,False
LET-2025-00172,Approval,True,326.9,1,19.8,1,63.3,82.0,False,0.5,0.8,84.2,True
LET-2025-00173,Denial,True,521.4,3,38.6,1,68.6,81.4,False,0.6,0.6,78.0,False
LET-2025-00174,Approval,True,372.3,0,19.4,1,65.3,80.0,False,0.5,0.6,79.8,True
LET-2025-00175,Approval,True,366.3,0,25.1,1,63.8,81.0,False,0.6,0.7,78.5,True
LET-2025-00176,Approval,True,372.8,1,22.5,0,74.9,81.2,False,0.4,0.6,79.1,False
LET-2025-00177,Status Update,True,232.4,1,17.5,1,68.2,78.9,False,0.6,0.6,80.8,True
LET-2025-00178,Denial,True,422.5,3,30.1,1,82.2,82.0,False,0.4,0.8,79.9,False
LET-2025-00179,RFI,True,313.2,2,24.7,1,61.2,83.7,False,0.3,0.8,84.7,False
LET-2025-00180,Denial,True,376.7,0,34.4,1,62.8,78.8,False,0.8,0.7,75.0,True
LET-2025-00181,Approval,True,357.6,2,24.9,0,73.4,78.4,False,0.8,0.6,75.8,False
LET-2025-00182,Approval,True,362.4,1,14.7,0,73.9,82.8,False,0.3,0.7,83.7,False
LET-2025-00183,RFI,False,0.0,2,34.5,1,63.6,82.0,False,0.4,0.0,79.9,False
LET-2025-00184,Denial,False,0.0,3,33.6,1,64.3,84.6,False,0.2,0.0,80.6,False
LET-2025-00185,RFI,True,415.5,0,28.2,1,78.8,82.3,False,0.5,0.7,82.9,True
LET-2025-00186,Approval,False,0.0,0,31.2,1,67.0,80.5,False,0.6,0.0,79.8,True
LET-2025-00187,Approval,False,0.0,1,17.9,1,71.0,84.1,False,0.1,0.0,86.4,True
LET-2025-00188,Approval,True,267.0,1,18.3,1,67.0,84.0,False,0.2,0.7,84.0,True
LET-2025-00189,Approval,False,0.0,4,32.1,1,66.1,84.0,False,0.3,0.0,76.9,False
LET-2025-00190,Approval,False,0.0,3,24.3,1,65.9,85.8,False,0.1,0.0,84.6,False
LET-2025-00191,Denial,True,465.2,0,27.8,1,63.8,80.0,False,0.6,0.7,79.3,True
LET-2025-00192,Approval,False,0.0,1,24.0,0,62.8,83.2,False,0.3,0.0,80.3,False
LET-2025-00193,Denial,True,398.3,2,22.3,1,66.8,84.6,False,0.2,0.5,83.9,False
LET-2025-00194,Denial,True,598.7,3,37.9,1,76.7,80.0,False,0.6,0.6,76.7,False
LET-2025-00195,Approval,True,226.4,3,24.1,1,65.0,83.2,False,0.3,0.8,84.3,False
LET-2025-00196,Denial,False,0.0,3,36.3,1,71.7,81.2,False,0.4,0.0,78.3,False
LET-2025-00197,Approval,True,319.4,1,18.6,1,60.8,82.2,False,0.3,0.7,76.1,True
LET-2025-00198,Denial,False,0.0,3,38.1,1,71.3,82.7,False,0.3,0.0,77.9,False
LET-2025-00199,Status Update,True,203.8,0,12.7,1,69.6,82.0,False,0.2,0.6,82.2,True
LET-2025-00200,Approval,False,0.0,2,19.9,1,74.0,84.7,False,0.2,0.0,82.2,False
LET-2025-00201,Approval,True,299.8,0,7.2,1,72.0,86.1,False,0.1,0.9,86.2,True
LET-2025-00202,Denial,True,407.0,1,24.2,1,79.3,84.1,False,0.2,0.8,85.0,True
LET-2025-00203,Approval,True,238.3,0,13.7,1,69.8,84.4,False,0.2,0.8,84.1,True
LET-2025-00204,RFI,True,331.9,3,27.5,1,67.1,82.3,False,0.4,0.6,80.5,False
LET-2025-00205,Status Update,True,191.1,1,17.6,0,70.9,80.1,False,0.5,0.6,76.0,False
LET-2025-00206,Approval,False,0.0,2,29.0,1,63.6,79.6,False,0.6,0.0,79.5,False
LET-2025-00207,Approval,False,0.0,5,26.0,1,73.7,82.6,False,0.3,0.0,78.8,False
LET-2025-00208,Denial,False,0.0,3,37.1,1,65.0,84.4,False,0.2,0.0,78.4,False
LET-2025-00209,Denial,True,450.1,2,41.6,1,70.9,78.0,False,0.8,0.7,72.5,False
LET-2025-00210,Approval,True,273.6,0,17.6,1,63.9,80.6,False,0.4,0.5,78.0,True
LET-2025-00211,Approval,True,291.6,1,17.5,1,73.5,82.9,False,0.2,0.8,82.5,True
LET-2025-00212,RFI,False,0.0,1,29.2,1,76.7,83.5,False,0.2,0.0,81.2,True
LET-2025-00213,Approval,True,296.5,0,23.9,1,68.2,81.0,False,0.6,0.8,75.9,True
LET-2025-00214,Approval,False,0.0,1,20.0,1,75.7,84.7,False,0.1,0.0,83.3,True
LET-2025-00215,Approval,True,292.9,0,18.3,1,67.8,83.2,False,0.2,0.8,82.6,True
LET-2025-00216,Denial,True,459.8,6,44.0,0,66.1,74.6,False,0.9,0.6,67.0,False
LET-2025-00217,Denial,True,483.4,0,19.3,0,69.6,85.5,False,0.1,0.8,84.9,False
LET-2025-00218,Approval,True,271.9,0,8.9,1,75.4,84.6,False,0.1,0.7,86.5,True
LET-2025-00219,Status Update,False,0.0,0,16.4,1,64.8,83.4,False,0.2,0.0,84.8,True
LET-2025-00220,RFI,False,0.0,3,36.8,1,70.7,82.8,False,0.4,0.0,83.4,False
LET-2025-00221,Status Update,True,210.6,1,17.8,1,57.4,80.7,False,0.5,0.8,83.8,True
LET-2025-00222,RFI,True,394.9,1,30.3,0,69.4,78.2,False,0.6,0.7,79.5,False
LET-2025-00223,Approval,True,307.5,1,21.0,1,71.3,80.1,False,0.4,0.7,82.4,True
LET-2025-00224,Denial,True,418.2,6,35.7,1,66.4,79.8,False,0.7,0.8,74.6,False
LET-2025-00225,RFI,False,0.0,5,42.4,1,68.1,82.8,False,0.5,0.0,78.5,False
LET-2025-00226,RFI,True,330.2,3,24.8,1,77.4,81.5,False,0.2,0.5,79.5,False
LET-2025-00227,RFI,False,0.0,5,40.1,1,70.7,82.3,False,0.4,0.0,76.2,False
LET-2025-00228,Approval,True,263.4,0,15.6,1,61.3,82.9,False,0.3,0.6,83.0,True
LET-2025-00229,Approval,True,288.7,1,18.3,0,70.5,80.4,False,0.6,0.6,81.6,False
LET-2025-00230,Denial,True,525.7,3,25.6,1,77.1,84.2,False,0.3,0.9,83.8,False
LET-2025-00231,Denial,True,489.8,3,36.0,1,64.1,77.8,True,0.8,0.6,70.9,False
LET-2025-00232,RFI,False,0.0,0,30.5,1,63.4,83.1,False,0.3,0.0,83.9,True
LET-2025-00233,Approval,True,244.1,0,15.4,1,70.9,85.1,False,0.2,0.8,83.2,True
LET-2025-00234,Denial,False,0.0,6,50.6,1,63.4,79.6,False,0.7,0.0,76.9,False
LET-2025-00235,Denial,True,467.0,2,36.0,1,64.8,81.7,False,0.5,0.6,76.5,False
LET-2025-00236,Approval,True,263.6,3,21.7,1,70.6,81.2,True,0.5,0.7,74.2,False
LET-2025-00237,Approval,True,247.3,3,19.3,1,72.7,83.2,False,0.3,0.8,78.4,False
LET-2025-00238,Approval,True,297.2,2,28.8,1,67.9,80.0,False,0.6,0.7,74.8,False
LET-2025-00239,Approval,True,390.9,1,20.0,1,66.3,81.3,False,0.5,0.7,81.1,True
LET-2025-00240,Approval,False,0.0,2,27.1,1,66.9,78.7,False,0.5,0.0,79.6,False
LET-2025-00241,RFI,False,0.0,1,38.7,1,71.9,80.7,False,0.5,0.0,75.3,True
LET-2025-00242,Denial,True,414.3,2,28.3,1,66.9,84.6,False,0.3,0.8,81.6,False
LET-2025-00243,Approval,True,292.2,2,25.7,1,63.4,78.5,False,0.7,0.7,75.1,False
LET-2025-00244,Denial,False,0.0,3,36.9,0,68.4,83.4,False,0.2,0.0,84.8,False
LET-2025-00245,Approval,True,287.8,0,22.1,1,68.7,80.7,False,0.6,0.6,77.5,True
LET-2025-00246,Approval,True,275.4,2,15.4,1,68.2,84.9,False,0.3,0.6,84.8,False
LET-2025-00247,Status Update,False,0.0,2,27.0,1,61.8,80.7,False,0.7,0.0,76.4,False
LET-2025-00248,Approval,True,307.8,0,14.1,1,70.6,84.2,False,0.4,0.7,84.3,True
LET-2025-00249,Denial,False,0.0,6,50.3,1,64.2,79.0,False,0.7,0.0,72.9,False
LET-2025-00250,Denial,True,450.3,2,22.0,1,69.1,81.1,True,0.5,0.6,75.0,False
LET-2025-00251,Denial,False,0.0,3,41.5,1,72.9,83.1,False,0.3,0.0,81.5,False
LET-2025-00252,RFI,False,0.0,3,36.6,1,68.3,81.1,False,0.4,0.0,77.7,False
LET-2025-00253,Approval,True,308.9,3,25.6,1,61.1,80.6,True,0.7,0.8,72.6,False
LET-2025-00254,Denial,True,376.2,6,33.5,1,65.6,82.5,False,0.3,0.7,80.7,False
LET-2025-00255,Approval,False,0.0,2,22.9,1,67.4,82.0,False,0.3,0.0,81.0,False
LET-2025-00256,Approval,False,0.0,4,28.1,1,69.9,82.8,False,0.4,0.0,81.6,False
LET-2025-00257,Denial,False,0.0,4,49.1,1,63.0,79.2,False,0.7,0.0,75.7,False
LET-2025-00258,Approval,True,271.3,3,21.6,1,64.7,82.2,False,0.6,0.5,82.2,False
LET-2025-00259,Status Update,True,218.2,1,17.2,1,75.6,82.0,False,0.4,0.7,85.6,True
LET-2025-00260,RFI,False,0.0,1,32.8,1,61.1,81.9,False,0.4,0.0,82.4,True
LET-2025-00261,Denial,False,0.0,2,41.5,1,71.4,81.1,False,0.4,0.0,76.4,False
LET-2025-00262,Approval,True,260.5,1,15.8,1,65.1,86.5,False,0.1,0.7,89.6,True
LET-2025-00263,Status Update,True,243.0,0,14.8,1,71.8,80.7,False,0.5,0.5,79.4,True
LET-2025-00264,Denial,False,0.0,0,33.1,1,60.6,81.9,False,0.4,0.0,79.1,True
LET-2025-00265,RFI,False,0.0,4,33.6,1,72.5,83.3,False,0.2,0.0,78.6,False
LET-2025-00266,Denial,False,0.0,2,37.7,1,68.2,82.6,False,0.4,0.0,81.0,False
LET-2025-00267,RFI,False,0.0,4,42.5,1,61.3,81.8,False,0.4,0.0,77.0,False
LET-2025-00268,Denial,True,427.2,5,30.8,1,67.4,81.9,False,0.4,0.6,77.3,False
